member_number,last_purchase,first_purchase,frequency,monetary,total_items,recency,tenure_days,AOV,avg_items_per_order,R_score,F_score,M_score,RFM_code,Segment
3985,2015-10-23,2014-06-22,5,69.6,27,69,488,13.919999999999998,5.4,4,4,3,443,Trung thành
3986,2015-11-18,2014-09-08,5,69.6,21,43,436,13.919999999999998,4.2,5,4,3,543,Trung thành
3987,2015-08-19,2014-08-31,4,61.05,20,134,353,15.2625,5.0,3,4,2,342,Trung thành
3989,2014-10-18,2014-04-26,3,48.1,12,439,175,16.033333333333335,4.0,1,3,2,132,Nguy cơ
3990,2014-05-16,2014-05-16,1,3.7,2,594,0,3.7,2.0,1,1,1,111,Vãng lai
3991,2014-07-03,2014-07-03,1,20.16,5,546,0,20.16,5.0,1,1,1,111,Vãng lai
3992,2014-11-15,2014-04-12,2,31.75,9,411,217,15.875,4.5,1,2,1,121,Khác
3993,2015-02-18,2015-02-18,1,13.899999999999999,6,316,0,13.899999999999999,6.0,2,1,1,211,Vãng lai
3994,2014-12-02,2014-12-02,1,15.700000000000001,3,394,0,15.700000000000001,3.0,1,1,1,111,Vãng lai
3995,2015-06-26,2015-06-26,1,13.0,8,188,0,13.0,8.0,3,1,1,311,Vãng lai
3996,2015-08-31,2014-05-30,3,93.4,14,122,458,31.133333333333336,4.666666666666667,3,3,4,334,Trung thành
3997,2015-10-12,2014-11-22,4,106.89999999999999,22,80,324,26.724999999999998,5.5,4,4,4,444,VIP
3998,2015-12-14,2014-01-08,6,110.80000000000001,29,17,705,18.46666666666667,4.833333333333333,5,5,4,554,VIP
3999,2015-11-16,2015-02-06,5,75.2,21,45,283,15.040000000000001,4.2,5,4,3,543,Trung thành
4001,2015-06-21,2014-06-11,3,38.099999999999994,13,193,375,12.699999999999998,4.333333333333333,2,3,2,232,Nguy cơ
4002,2015-09-03,2014-01-13,6,151.55,31,119,598,25.258333333333336,5.166666666666667,3,5,5,355,Trung thành
4003,2015-12-23,2014-11-14,4,69.04,16,8,404,17.26,4.0,5,4,3,543,Trung thành
4004,2015-05-10,2015-04-19,2,76.8,16,235,21,38.4,8.0,2,2,3,223,Khác
4005,2014-05-13,2014-05-13,1,24.5,8,597,0,24.5,8.0,1,1,1,111,Vãng lai
4006,2015-12-18,2014-11-25,4,132.81,25,13,388,33.2025,6.25,5,4,5,545,VIP
4007,2015-12-23,2014-10-05,4,87.2,15,8,444,21.8,3.75,5,4,3,543,Trung thành
4008,2015-05-19,2014-10-14,4,92.62,19,226,217,23.155,4.75,2,4,4,244,Nguy cơ
4009,2015-07-14,2014-02-19,4,57.6,18,170,510,14.4,4.5,3,4,2,342,Trung thành
4010,2015-12-29,2014-08-11,2,19.400000000000002,10,2,505,9.700000000000001,5.0,5,2,1,521,Mới
4011,2014-08-28,2014-08-28,1,11.0,4,490,0,11.0,4.0,1,1,1,111,Vãng lai
4012,2015-05-16,2014-11-10,3,97.0,27,229,187,32.333333333333336,9.0,2,3,4,234,Nguy cơ
4013,2015-03-18,2014-07-21,4,70.38,16,288,240,17.595,4.0,2,4,3,243,Nguy cơ
4014,2015-11-15,2014-02-01,4,38.660000000000004,18,46,652,9.665000000000001,4.5,5,4,2,542,Trung thành
4015,2015-03-27,2014-02-17,7,108.04,38,279,403,15.434285714285716,5.428571428571429,2,5,4,254,Nguy cơ
4016,2015-04-21,2014-07-23,2,60.400000000000006,14,254,272,30.200000000000003,7.0,2,2,2,222,Khác
4017,2015-11-04,2014-08-28,4,47.3,14,57,433,11.825,3.5,4,4,2,442,Trung thành
4018,2015-11-17,2014-02-21,7,152.1,30,44,634,21.728571428571428,4.285714285714286,5,5,5,555,VIP
4019,2015-08-28,2014-05-18,8,119.9,34,125,467,14.9875,4.25,3,5,4,354,Trung thành
4020,2015-04-11,2014-12-01,2,39.4,9,264,131,19.7,4.5,2,2,2,222,Khác
4021,2014-10-31,2014-04-23,3,41.8,10,426,191,13.933333333333332,3.3333333333333335,1,3,2,132,Nguy cơ
4022,2015-07-31,2014-07-10,3,86.0,18,153,386,28.666666666666668,6.0,3,3,3,333,Trung thành
4023,2015-01-21,2015-01-21,1,3.4000000000000004,3,344,0,3.4000000000000004,3.0,1,1,1,111,Vãng lai
4024,2015-10-16,2014-03-30,6,142.9,33,76,565,23.816666666666666,5.5,4,5,5,455,VIP
4025,2015-11-04,2014-04-10,4,73.82,24,57,573,18.455,6.0,4,4,3,443,Trung thành
4027,2015-06-29,2015-05-12,2,25.8,6,185,48,12.9,3.0,3,2,1,321,Khác
4028,2015-07-08,2014-04-29,4,156.5,19,176,435,39.125,4.75,3,4,5,345,Trung thành
4029,2014-10-27,2014-10-27,1,1.6,2,430,0,1.6,2.0,1,1,1,111,Vãng lai
4030,2015-12-22,2014-05-20,5,145.05,46,9,581,29.01,9.2,5,4,5,545,VIP
4031,2015-10-18,2015-01-03,3,23.0,10,74,288,7.666666666666667,3.3333333333333335,4,3,1,431,Trung thành
4032,2015-08-10,2014-07-18,2,16.6,9,143,388,8.3,4.5,3,2,1,321,Khác
4033,2015-06-06,2014-02-25,3,33.699999999999996,9,208,466,11.233333333333333,3.0,2,3,1,231,Nguy cơ
4034,2015-11-13,2014-08-29,3,44.7,14,48,441,14.9,4.666666666666667,4,3,2,432,Trung thành
4035,2015-08-03,2014-07-14,4,57.400000000000006,20,150,385,14.350000000000001,5.0,3,4,2,342,Trung thành
4036,2015-05-26,2014-01-22,5,94.35,22,219,489,18.869999999999997,4.4,2,4,4,244,Nguy cơ
4037,2015-12-29,2014-05-05,4,76.9,18,2,603,19.225,4.5,5,4,3,543,Trung thành
4038,2015-11-06,2014-06-23,3,91.6,27,55,501,30.53333333333333,9.0,4,3,4,434,Trung thành
4039,2015-12-27,2014-04-30,4,88.2,30,4,606,22.05,7.5,5,4,4,544,VIP
4040,2015-04-03,2014-06-27,4,87.3,18,272,280,21.825,4.5,2,4,3,243,Nguy cơ
4041,2015-10-16,2014-04-25,3,70.30000000000001,20,76,539,23.433333333333337,6.666666666666667,4,3,3,433,Trung thành
4042,2015-12-17,2014-01-25,6,102.35,30,14,691,17.058333333333334,5.0,5,5,4,554,VIP
4043,2015-01-21,2015-01-21,1,12.6,4,344,0,12.6,4.0,1,1,1,111,Vãng lai
4044,2015-12-01,2014-06-30,4,148.4,24,30,519,37.1,6.0,5,4,5,545,VIP
4045,2015-12-22,2014-02-11,4,149.9,25,9,679,37.475,6.25,5,4,5,545,VIP
4046,2014-12-29,2014-03-31,4,42.42,15,367,273,10.605,3.75,1,4,2,142,Nguy cơ
4047,2015-03-06,2014-04-04,2,32.44,7,300,336,16.22,3.5,2,2,1,221,Khác
4048,2015-05-08,2014-04-12,3,42.65,15,237,391,14.216666666666667,5.0,2,3,2,232,Nguy cơ
4049,2015-08-01,2014-07-06,3,174.89999999999998,26,152,391,58.29999999999999,8.666666666666666,3,3,5,335,Trung thành
4050,2015-07-06,2014-03-07,3,93.5,14,178,486,31.166666666666668,4.666666666666667,3,3,4,334,Trung thành
4051,2015-01-28,2014-12-18,2,37.1,11,337,41,18.55,5.5,1,2,2,122,Khác
4052,2015-04-21,2014-05-17,2,24.82,9,254,339,12.41,4.5,2,2,1,221,Khác
4053,2015-03-22,2015-03-22,1,59.50000000000001,13,284,0,59.50000000000001,13.0,2,1,2,212,Khác
4054,2015-05-06,2014-10-05,2,91.2,9,239,213,45.6,4.5,2,2,4,224,Khác
4055,2014-03-25,2014-03-25,1,47.4,7,646,0,47.4,7.0,1,1,2,112,Khác
4056,2015-10-20,2014-05-10,6,134.45,33,72,528,22.40833333333333,5.5,4,5,5,455,VIP
4058,2015-12-30,2014-02-07,3,78.99000000000001,14,1,691,26.330000000000002,4.666666666666667,5,3,3,533,Trung thành
4059,2015-05-07,2014-06-13,3,92.7,20,238,328,30.900000000000002,6.666666666666667,2,3,4,234,Nguy cơ
4060,2015-12-11,2014-10-01,3,101.9,14,20,436,33.96666666666667,4.666666666666667,5,3,4,534,Trung thành
4061,2015-05-09,2014-05-03,3,66.80000000000001,16,236,371,22.26666666666667,5.333333333333333,2,3,3,233,Nguy cơ
4062,2014-11-27,2014-11-27,1,4.6,3,399,0,4.6,3.0,1,1,1,111,Vãng lai
4063,2015-11-12,2015-07-14,2,37.8,17,49,121,18.9,8.5,4,2,2,422,Khác
4064,2015-09-17,2015-02-10,3,83.9,15,105,219,27.96666666666667,5.0,4,3,3,433,Trung thành
4065,2015-07-07,2014-01-13,6,58.04,26,177,540,9.673333333333334,4.333333333333333,3,5,2,352,Trung thành
4066,2014-12-02,2014-01-24,4,75.9,18,394,312,18.975,4.5,1,4,3,143,Nguy cơ
4067,2015-10-16,2014-01-13,3,80.4,11,76,641,26.8,3.6666666666666665,4,3,3,433,Trung thành
4068,2015-12-11,2014-06-29,4,97.30000000000001,28,20,530,24.325000000000003,7.0,5,4,4,544,VIP
4069,2015-05-03,2014-08-04,3,45.7,20,242,272,15.233333333333334,6.666666666666667,2,3,2,232,Nguy cơ
4070,2015-07-27,2014-03-08,3,43.1,9,157,506,14.366666666666667,3.0,3,3,2,332,Trung thành
4071,2015-10-15,2014-06-26,4,115.26,21,77,476,28.815,5.25,4,4,4,444,VIP
4072,2015-08-14,2015-08-14,1,9.4,3,139,0,9.4,3.0,3,1,1,311,Vãng lai
4073,2015-11-02,2014-01-30,5,120.75000000000001,24,59,641,24.150000000000002,4.8,4,4,4,444,VIP
4074,2015-09-10,2014-03-11,4,70.2,12,112,548,17.55,3.0,3,4,3,343,Trung thành
4075,2015-01-05,2014-03-08,4,66.0,15,360,303,16.5,3.75,1,4,3,143,Nguy cơ
4076,2015-05-22,2014-04-07,5,84.6,24,223,410,16.919999999999998,4.8,2,4,3,243,Nguy cơ
4077,2015-08-04,2014-01-31,6,110.7,29,149,550,18.45,4.833333333333333,3,5,4,354,Trung thành
4078,2015-11-14,2014-01-11,6,253.12,38,47,672,42.18666666666667,6.333333333333333,4,5,5,455,VIP
4079,2015-09-20,2014-03-18,3,37.0,9,102,551,12.333333333333334,3.0,4,3,2,432,Trung thành
4080,2015-07-03,2014-04-23,4,54.9,13,181,436,13.725,3.25,3,4,2,342,Trung thành
4081,2015-10-20,2014-01-11,3,31.439999999999998,12,72,647,10.479999999999999,4.0,4,3,1,431,Trung thành
4082,2015-05-01,2014-05-07,5,135.70000000000002,22,244,359,27.140000000000004,4.4,2,4,5,245,Nguy cơ
4083,2014-08-15,2014-08-15,1,40.9,5,503,0,40.9,5.0,1,1,2,112,Khác
4084,2015-11-03,2014-04-19,5,89.8,21,58,563,17.96,4.2,4,4,4,444,VIP
4085,2015-09-29,2014-04-15,4,49.1,17,93,532,12.275,4.25,4,4,2,442,Trung thành
4086,2014-11-15,2014-01-14,5,176.95,30,411,305,35.39,6.0,1,4,5,145,Nguy cơ
4087,2015-08-26,2014-09-04,2,35.3,7,127,356,17.65,3.5,3,2,1,321,Khác
4088,2015-09-23,2014-02-18,4,69.23,16,99,582,17.3075,4.0,4,4,3,443,Trung thành
4089,2015-10-04,2014-03-15,3,56.650000000000006,15,88,568,18.883333333333336,5.0,4,3,2,432,Trung thành
4090,2015-02-26,2014-06-03,3,44.120000000000005,8,308,268,14.706666666666669,2.6666666666666665,2,3,2,232,Nguy cơ
4091,2015-12-28,2014-03-31,6,118.94999999999999,28,3,637,19.825,4.666666666666667,5,5,4,554,VIP
4092,2015-09-30,2014-06-19,4,137.5,22,92,468,34.375,5.5,4,4,5,445,VIP
4093,2014-09-08,2014-07-08,2,22.3,7,479,62,11.15,3.5,1,2,1,121,Khác
4094,2015-03-30,2014-01-22,4,48.1,23,276,432,12.025,5.75,2,4,2,242,Nguy cơ
4095,2015-12-29,2015-09-29,3,128.9,17,2,91,42.96666666666667,5.666666666666667,5,3,5,535,Trung thành
4096,2015-06-29,2014-04-20,4,173.0,17,185,435,43.25,4.25,3,4,5,345,Trung thành
4097,2015-11-28,2014-05-18,6,77.8,25,33,559,12.966666666666667,4.166666666666667,5,5,3,553,Trung thành
4098,2015-02-06,2014-02-16,4,90.10000000000001,24,328,355,22.525000000000002,6.0,1,4,4,144,Nguy cơ
4099,2015-01-27,2014-05-23,2,8.5,8,338,249,4.25,4.0,1,2,1,121,Khác
4100,2015-04-22,2014-04-23,3,65.35,16,253,364,21.78333333333333,5.333333333333333,2,3,3,233,Nguy cơ
4101,2015-04-30,2014-08-05,4,98.3,15,245,268,24.575,3.75,2,4,4,244,Nguy cơ
4102,2015-11-03,2015-04-08,6,289.4,41,58,209,48.23333333333333,6.833333333333333,4,5,5,455,VIP
4103,2015-07-26,2014-05-17,4,68.5,16,158,435,17.125,4.0,3,4,3,343,Trung thành
4104,2015-11-30,2014-09-01,7,132.35,31,31,455,18.907142857142855,4.428571428571429,5,5,5,555,VIP
4105,2015-12-03,2014-10-26,4,96.5,19,28,403,24.125,4.75,5,4,4,544,VIP
4106,2015-08-25,2014-07-18,5,89.8,25,128,403,17.96,5.0,3,4,4,344,Trung thành
4107,2015-11-15,2014-06-03,4,126.65,26,46,530,31.6625,6.5,5,4,4,544,VIP
4108,2015-09-27,2014-08-27,5,135.35,29,95,396,27.07,5.8,4,4,5,445,VIP
4109,2015-10-04,2014-04-23,6,87.95,30,88,529,14.658333333333333,5.0,4,5,4,454,VIP
4110,2015-11-28,2014-01-25,6,124.95,36,33,672,20.825,6.0,5,5,4,554,VIP
4112,2015-04-27,2014-04-22,5,170.0,27,248,370,34.0,5.4,2,4,5,245,Nguy cơ
4113,2015-08-13,2014-03-13,6,86.2,22,140,518,14.366666666666667,3.6666666666666665,3,5,3,353,Trung thành
4114,2015-08-07,2014-03-27,4,72.10000000000001,21,146,498,18.025000000000002,5.25,3,4,3,343,Trung thành
4115,2015-05-22,2014-02-08,4,52.22,17,223,468,13.055,4.25,2,4,2,242,Nguy cơ
4116,2015-05-01,2014-05-23,3,60.0,16,244,343,20.0,5.333333333333333,2,3,2,232,Nguy cơ
4117,2015-12-10,2014-04-24,6,124.64,32,21,595,20.773333333333333,5.333333333333333,5,5,4,554,VIP
4118,2015-12-24,2015-12-24,1,19.4,5,7,0,19.4,5.0,5,1,1,511,Mới
4119,2015-05-09,2014-10-24,4,91.8,18,236,197,22.95,4.5,2,4,4,244,Nguy cơ
4120,2015-12-11,2014-09-22,5,108.60000000000001,27,20,445,21.720000000000002,5.4,5,4,4,544,VIP
4121,2015-11-01,2014-01-27,6,76.52000000000001,23,60,643,12.753333333333336,3.8333333333333335,4,5,3,453,Trung thành
4122,2015-10-23,2014-10-20,4,70.25,16,69,368,17.5625,4.0,4,4,3,443,Trung thành
4123,2015-12-14,2014-07-07,2,24.0,5,17,525,12.0,2.5,5,2,1,521,Mới
4124,2015-09-09,2014-05-31,7,130.05,35,113,466,18.57857142857143,5.0,3,5,5,355,Trung thành
4125,2015-06-14,2014-03-20,5,57.6,25,200,451,11.52,5.0,2,4,2,242,Nguy cơ
4126,2014-11-06,2014-04-22,3,82.4,14,420,198,27.46666666666667,4.666666666666667,1,3,3,133,Nguy cơ
4127,2015-11-12,2014-03-18,4,89.35,22,49,604,22.3375,5.5,4,4,4,444,VIP
4129,2015-11-07,2014-02-28,7,129.64,34,54,617,18.52,4.857142857142857,4,5,5,455,VIP
4130,2015-11-06,2014-03-04,6,180.2,33,55,612,30.03333333333333,5.5,4,5,5,455,VIP
4131,2015-03-29,2014-03-20,4,136.8,22,277,374,34.2,5.5,2,4,5,245,Nguy cơ
4132,2014-12-02,2014-03-02,4,56.16,19,394,275,14.04,4.75,1,4,2,142,Nguy cơ
4133,2015-07-27,2014-02-02,6,79.8,25,157,540,13.299999999999999,4.166666666666667,3,5,3,353,Trung thành
4134,2015-11-28,2014-09-30,6,104.95,31,33,424,17.491666666666667,5.166666666666667,5,5,4,554,VIP
4135,2014-05-11,2014-02-22,2,19.4,7,599,78,9.7,3.5,1,2,1,121,Khác
4136,2015-08-11,2014-02-18,3,28.6,11,142,539,9.533333333333333,3.6666666666666665,3,3,1,331,Trung thành
4137,2015-12-26,2014-06-25,9,254.04000000000002,51,5,549,28.22666666666667,5.666666666666667,5,5,5,555,VIP
4138,2015-10-10,2014-08-24,5,133.39,26,82,412,26.677999999999997,5.2,4,4,5,445,VIP
4139,2015-11-26,2014-03-25,2,36.900000000000006,14,35,611,18.450000000000003,7.0,5,2,1,521,Mới
4140,2014-02-20,2014-01-02,3,50.2,14,679,49,16.733333333333334,4.666666666666667,1,3,2,132,Nguy cơ
4141,2015-11-12,2015-11-12,1,25.1,7,49,0,25.1,7.0,4,1,1,411,Vãng lai
4142,2015-11-17,2015-11-17,1,4.9,5,44,0,4.9,5.0,5,1,1,511,Mới
4143,2014-03-07,2014-01-14,2,24.7,9,664,52,12.35,4.5,1,2,1,121,Khác
4144,2015-11-06,2014-01-08,4,78.80000000000001,19,55,667,19.700000000000003,4.75,4,4,3,443,Trung thành
4145,2015-04-11,2014-02-13,3,31.84,13,264,422,10.613333333333333,4.333333333333333,2,3,1,231,Nguy cơ
4146,2015-02-09,2014-01-03,6,85.9,33,325,402,14.316666666666668,5.5,1,5,3,153,Nguy cơ
4147,2015-09-16,2014-08-25,4,119.10000000000001,21,106,387,29.775000000000002,5.25,3,4,4,344,Trung thành
4148,2015-04-09,2014-06-26,5,83.05,27,266,287,16.61,5.4,2,4,3,243,Nguy cơ
4149,2015-03-20,2014-02-11,4,52.8,17,286,402,13.2,4.25,2,4,2,242,Nguy cơ
4150,2015-08-26,2014-03-24,4,113.7,25,127,520,28.425,6.25,3,4,4,344,Trung thành
4151,2015-11-02,2015-11-02,1,3.6,2,59,0,3.6,2.0,4,1,1,411,Vãng lai
4152,2015-06-18,2014-12-07,5,115.0,34,196,193,23.0,6.8,2,4,4,244,Nguy cơ
4153,2015-07-27,2014-02-14,7,163.0,46,157,528,23.285714285714285,6.571428571428571,3,5,5,355,Trung thành
4154,2015-07-02,2014-05-26,4,80.0,18,182,402,20.0,4.5,3,4,3,343,Trung thành
4155,2015-09-24,2014-03-15,6,157.5,29,98,558,26.25,4.833333333333333,4,5,5,455,VIP
4156,2015-08-03,2014-04-03,4,131.64,29,150,487,32.91,7.25,3,4,5,345,Trung thành
4157,2015-01-04,2014-04-01,2,61.7,10,361,278,30.85,5.0,1,2,2,122,Khác
4158,2015-12-26,2015-11-11,2,16.85,6,5,45,8.425,3.0,5,2,1,521,Mới
4159,2015-12-28,2014-05-29,3,66.19999999999999,15,3,578,22.066666666666663,5.0,5,3,3,533,Trung thành
4160,2015-08-12,2014-04-25,6,126.92,30,141,474,21.153333333333332,5.0,3,5,4,354,Trung thành
4161,2015-09-24,2015-05-03,2,57.6,12,98,144,28.8,6.0,4,2,2,422,Khác
4162,2015-12-22,2014-02-16,4,114.0,27,9,674,28.5,6.75,5,4,4,544,VIP
4163,2015-05-30,2014-02-16,6,130.5,27,215,468,21.75,4.5,2,5,5,255,Nguy cơ
4164,2014-09-25,2014-03-03,4,127.05,22,462,206,31.7625,5.5,1,4,4,144,Nguy cơ
4165,2015-08-18,2014-01-12,8,163.15,36,135,583,20.39375,4.5,3,5,5,355,Trung thành
4166,2015-11-06,2014-12-07,4,58.26,24,55,334,14.565,6.0,4,4,2,442,Trung thành
4167,2015-09-06,2014-08-28,3,38.75,11,116,374,12.916666666666666,3.6666666666666665,3,3,2,332,Trung thành
4168,2014-12-03,2014-09-23,2,39.7,6,393,71,19.85,3.0,1,2,2,122,Khác
4169,2015-11-24,2014-03-30,6,128.20000000000002,28,37,604,21.36666666666667,4.666666666666667,5,5,5,555,VIP
4170,2015-07-11,2015-01-08,5,119.65,28,173,184,23.93,5.6,3,4,4,344,Trung thành
4171,2015-06-03,2014-01-07,3,47.9,18,211,512,15.966666666666667,6.0,2,3,2,232,Nguy cơ
4172,2015-10-08,2014-02-16,3,50.15,15,84,599,16.716666666666665,5.0,4,3,2,432,Trung thành
4173,2015-05-11,2014-02-14,2,56.2,9,234,451,28.1,4.5,2,2,2,222,Khác
4174,2014-10-18,2014-07-15,2,37.5,11,439,95,18.75,5.5,1,2,2,122,Khác
4175,2015-01-29,2015-01-29,1,101.80000000000001,14,336,0,101.80000000000001,14.0,1,1,4,114,Khác
4176,2015-05-05,2014-06-11,3,37.66,15,240,328,12.553333333333333,5.0,2,3,2,232,Nguy cơ
4177,2015-06-15,2014-02-05,3,70.3,19,199,495,23.433333333333334,6.333333333333333,2,3,3,233,Nguy cơ
4178,2015-11-13,2014-05-26,7,113.15,40,48,536,16.164285714285715,5.714285714285714,4,5,4,454,VIP
4179,2015-03-21,2014-08-03,3,121.1,18,285,230,40.36666666666667,6.0,2,3,4,234,Nguy cơ
4180,2015-11-11,2014-04-21,6,92.11,27,50,569,15.351666666666667,4.5,4,5,4,454,VIP
4181,2014-09-07,2014-09-07,1,20.0,8,480,0,20.0,8.0,1,1,1,111,Vãng lai
4182,2015-08-21,2014-01-05,6,126.10000000000001,27,132,593,21.01666666666667,4.5,3,5,4,354,Trung thành
4183,2015-01-15,2014-03-26,6,70.39,32,350,295,11.731666666666667,5.333333333333333,1,5,3,153,Nguy cơ
4184,2015-12-15,2014-09-17,3,22.5,14,16,454,7.5,4.666666666666667,5,3,1,531,Trung thành
4185,2015-01-16,2014-11-20,2,47.0,12,349,57,23.5,6.0,1,2,2,122,Khác
4186,2015-10-25,2015-10-25,1,25.3,7,67,0,25.3,7.0,4,1,1,411,Vãng lai
4187,2015-10-28,2014-04-16,8,189.73000000000002,47,64,560,23.716250000000002,5.875,4,5,5,455,VIP
4188,2014-08-20,2014-08-20,1,6.720000000000001,3,498,0,6.720000000000001,3.0,1,1,1,111,Vãng lai
4189,2015-09-11,2015-04-07,2,27.1,11,111,157,13.55,5.5,3,2,1,321,Khác
4190,2015-12-27,2014-06-28,9,120.49000000000001,41,4,547,13.387777777777778,4.555555555555555,5,5,4,554,VIP
4191,2015-11-03,2014-03-14,6,122.8,23,58,599,20.466666666666665,3.8333333333333335,4,5,4,454,VIP
4192,2015-12-16,2014-02-17,5,68.7,27,15,667,13.74,5.4,5,4,3,543,Trung thành
4193,2015-08-30,2014-04-30,4,62.54,14,123,487,15.635,3.5,3,4,3,343,Trung thành
4194,2015-05-11,2014-02-23,6,127.2,30,234,442,21.2,5.0,2,5,4,254,Nguy cơ
4195,2015-10-01,2014-09-09,3,74.76,22,91,387,24.92,7.333333333333333,4,3,3,433,Trung thành
4196,2015-11-07,2014-02-03,5,39.9,14,54,642,7.9799999999999995,2.8,4,4,2,442,Trung thành
4197,2015-11-03,2014-04-05,6,183.1,34,58,577,30.516666666666666,5.666666666666667,4,5,5,455,VIP
4198,2015-03-18,2014-11-10,2,57.900000000000006,12,288,128,28.950000000000003,6.0,2,2,2,222,Khác
4199,2015-12-29,2014-04-05,4,76.94000000000001,19,2,633,19.235000000000003,4.75,5,4,3,543,Trung thành
4200,2014-06-23,2014-06-23,1,53.760000000000005,9,556,0,53.760000000000005,9.0,1,1,2,112,Khác
4201,2015-10-14,2014-08-06,6,101.65,23,78,434,16.941666666666666,3.8333333333333335,4,5,4,454,VIP
4202,2015-12-02,2014-02-16,6,138.4,29,29,654,23.066666666666666,4.833333333333333,5,5,5,555,VIP
4204,2015-10-16,2014-04-01,4,89.84,21,76,563,22.46,5.25,4,4,4,444,VIP
4205,2015-02-22,2015-01-29,2,51.5,7,312,24,25.75,3.5,2,2,2,222,Khác
4206,2014-12-11,2014-01-14,7,89.75,25,385,331,12.821428571428571,3.5714285714285716,1,5,4,154,Nguy cơ
4207,2015-08-28,2014-10-21,4,105.55,28,125,311,26.3875,7.0,3,4,4,344,Trung thành
4208,2014-02-03,2014-02-03,1,18.0,5,696,0,18.0,5.0,1,1,1,111,Vãng lai
4209,2014-07-29,2014-03-18,2,35.8,4,520,133,17.9,2.0,1,2,1,121,Khác
4210,2015-08-07,2014-03-17,2,50.44,10,146,508,25.22,5.0,3,2,2,322,Khác
4211,2014-09-16,2014-03-22,5,130.0,26,471,178,26.0,5.2,1,4,5,145,Nguy cơ
4212,2015-05-01,2014-03-14,5,79.75,20,244,413,15.95,4.0,2,4,3,243,Nguy cơ
4213,2015-08-23,2014-04-28,3,111.90000000000002,18,130,482,37.300000000000004,6.0,3,3,4,334,Trung thành
4214,2015-10-07,2014-07-10,6,94.6,24,85,454,15.766666666666666,4.0,4,5,4,454,VIP
4215,2015-06-30,2014-04-03,4,150.7,39,184,453,37.675,9.75,3,4,5,345,Trung thành
4216,2015-04-28,2014-01-21,5,48.9,21,247,462,9.78,4.2,2,4,2,242,Nguy cơ
4217,2015-12-18,2014-03-15,10,104.25,43,13,643,10.425,4.3,5,5,4,554,VIP
4218,2015-10-03,2014-08-24,4,191.35,25,89,405,47.8375,6.25,4,4,5,445,VIP
4219,2015-10-16,2014-05-14,4,57.5,13,76,520,14.375,3.25,4,4,2,442,Trung thành
4220,2015-11-21,2014-05-05,5,165.5,37,40,565,33.1,7.4,5,4,5,545,VIP
4221,2015-02-27,2014-05-04,4,83.96000000000001,18,307,299,20.990000000000002,4.5,2,4,3,243,Nguy cơ
4222,2015-12-27,2014-05-20,4,135.99,25,4,586,33.9975,6.25,5,4,5,545,VIP
4223,2015-10-07,2014-03-20,7,124.2,33,85,566,17.742857142857144,4.714285714285714,4,5,4,454,VIP
4224,2015-12-06,2014-08-30,6,109.6,25,25,463,18.266666666666666,4.166666666666667,5,5,4,554,VIP
4225,2015-05-08,2015-05-01,2,24.4,14,237,7,12.2,7.0,2,2,1,221,Khác
4226,2015-12-06,2014-03-03,4,89.45,20,25,643,22.3625,5.0,5,4,4,544,VIP
4227,2015-08-20,2014-07-25,3,106.1,17,133,391,35.36666666666667,5.666666666666667,3,3,4,334,Trung thành
4228,2015-04-18,2014-02-08,5,83.36000000000001,26,257,434,16.672000000000004,5.2,2,4,3,243,Nguy cơ
4229,2015-08-20,2014-07-17,3,48.8,17,133,399,16.266666666666666,5.666666666666667,3,3,2,332,Trung thành
4230,2015-11-05,2014-05-28,4,97.60000000000001,20,56,526,24.400000000000002,5.0,4,4,4,444,VIP
4231,2015-01-11,2014-02-04,2,68.9,11,354,341,34.45,5.5,1,2,3,123,Khác
4232,2015-12-19,2014-06-10,4,94.45,23,12,557,23.6125,5.75,5,4,4,544,VIP
4233,2015-06-16,2014-01-18,4,83.3,19,198,514,20.825,4.75,2,4,3,243,Nguy cơ
4234,2015-08-02,2014-01-22,6,237.40000000000003,43,151,557,39.56666666666667,7.166666666666667,3,5,5,355,Trung thành
4235,2015-12-19,2014-03-21,7,211.84,40,12,638,30.262857142857143,5.714285714285714,5,5,5,555,VIP
4236,2015-11-25,2014-03-04,4,193.4,24,36,631,48.35,6.0,5,4,5,545,VIP
4237,2014-05-20,2014-05-20,1,24.700000000000003,4,590,0,24.700000000000003,4.0,1,1,1,111,Vãng lai
4238,2015-12-12,2015-03-08,3,65.5,17,19,279,21.833333333333332,5.666666666666667,5,3,3,533,Trung thành
4239,2015-02-11,2014-12-08,2,101.80000000000001,11,323,65,50.900000000000006,5.5,2,2,4,224,Khác
4240,2015-12-04,2015-04-29,5,76.17,30,27,219,15.234,6.0,5,4,3,543,Trung thành
4241,2014-10-02,2014-09-22,2,27.1,11,455,10,13.55,5.5,1,2,1,121,Khác
4242,2015-12-09,2014-01-30,3,27.759999999999998,13,22,678,9.253333333333332,4.333333333333333,5,3,1,531,Trung thành
4243,2015-08-22,2014-01-15,6,213.34,27,131,584,35.556666666666665,4.5,3,5,5,355,Trung thành
4244,2015-10-31,2014-04-17,5,62.7,18,61,562,12.540000000000001,3.6,4,4,3,443,Trung thành
4245,2015-06-04,2014-07-15,4,54.6,20,210,324,13.65,5.0,2,4,2,242,Nguy cơ
4246,2015-12-01,2014-06-28,3,71.30000000000001,15,30,521,23.76666666666667,5.0,5,3,3,533,Trung thành
